 "< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	"hPa"	""	""	""	""	""
"10/14/2022 04:51'58"	"44848.2027546296"	"  17.0000"	"  85.0000"	"  1019.7000"	""	""	""	""	""	
"10/14/2022 05:01'58"	"44848.2096990741"	"  17.0000"	"  85.0000"	"  1020.0000"	""	""	""	""	""	
"10/14/2022 05:11'58"	"44848.2166435185"	"  17.0000"	"  85.0000"	"  1020.3000"	""	""	""	""	""	
"10/14/2022 05:21'58"	"44848.2235879630"	"  17.0000"	"  85.0000"	"  1020.3000"	""	""	""	""	""	
"10/14/2022 05:31'58"	"44848.2305324074"	"  17.0000"	"  85.0000"	"  1020.4000"	""	""	""	""	""	
"10/14/2022 05:41'58"	"44848.2374768519"	"  16.9000"	"  85.0000"	"  1020.4000"	""	""	""	""	""	
"10/14/2022 05:51'58"	"44848.2444212963"	"  16.9000"	"  85.0000"	"  1020.5000"	""	""	""	""	""	
"10/14/2022 06:01'58"	"44848.2513657407"	"  16.9000"	"  85.0000"	"  1020.4000"	""	""	""	""	""	
"10/14/2022 06:11'58"	"44848.2583101852"	"  16.9000"	"  86.0000"	"  1020.3000"	""	""	""	""	""	
"10/14/2022 06:21'58"	"44848.2652546296"	"  16.9000"	"  86.0000"	"  1020.6000"	""	""	""	""	""	
"10/14/2022 06:31'58"	"44848.2721990741"	"  16.9000"	"  86.0000"	"  1020.7000"	""	""	""	""	""	
"10/14/2022 06:41'58"	"44848.2791435185"	"  16.9000"	"  86.0000"	"  1020.7000"	""	""	""	""	""	
"10/14/2022 06:51'58"	"44848.2860879630"	"  16.9000"	"  86.0000"	"  1020.8000"	""	""	""	""	""	
"10/14/2022 07:01'58"	"44848.2930324074"	"  16.9000"	"  86.0000"	"  1021.1000"	""	""	""	""	""	
"10/14/2022 07:11'58"	"44848.2999768519"	"  16.9000"	"  85.0000"	"  1021.1000"	""	""	""	""	""	
"10/14/2022 07:21'58"	"44848.3069212963"	"  16.9000"	"  85.0000"	"  1021.1000"	""	""	""	""	""	
"10/14/2022 07:31'58"	"44848.3138657407"	"  16.9000"	"  85.0000"	"  1021.2000"	""	""	""	""	""	
"10/14/2022 07:41'58"	"44848.3208101852"	"  17.0000"	"  85.0000"	"  1021.2000"	""	""	""	""	""	
"10/14/2022 07:51'58"	"44848.3277546296"	"  17.0000"	"  85.0000"	"  1021.2000"	""	""	""	""	""	
"10/14/2022 08:01'58"	"44848.3346990741"	"  17.0000"	"  85.0000"	"  1021.3000"	""	""	""	""	""	
"10/14/2022 08:11'58"	"44848.3416435185"	"  17.0000"	"  85.0000"	"  1021.2000"	""	""	""	""	""	
"10/14/2022 08:21'58"	"44848.3485879630"	"  17.0000"	"  85.0000"	"  1021.3000"	""	""	""	""	""	
"10/14/2022 08:31'58"	"44848.3555324074"	"  17.0000"	"  85.0000"	"  1021.3000"	""	""	""	""	""	
"10/14/2022 08:41'58"	"44848.3624768519"	"  17.0000"	"  85.0000"	"  1021.4000"	""	""	""	""	""	
"10/14/2022 08:51'58"	"44848.3694212963"	"  17.0000"	"  85.0000"	"  1021.3000"	""	""	""	""	""	
"10/14/2022 09:01'58"	"44848.3763657407"	"  17.0000"	"  85.0000"	"  1021.0000"	""	""	""	""	""	
"10/14/2022 09:11'58"	"44848.3833101852"	"  17.0000"	"  85.0000"	"  1020.8000"	""	""	""	""	""	
"10/14/2022 09:21'58"	"44848.3902546296"	"  17.1000"	"  84.0000"	"  1020.4000"	""	""	""	""	""	
"10/14/2022 09:31'58"	"44848.3971990741"	"  17.1000"	"  84.0000"	"  1020.3000"	""	""	""	""	""	
"10/14/2022 09:41'58"	"44848.4041435185"	"  17.1000"	"  84.0000"	"  1020.5000"	""	""	""	""	""	
"10/14/2022 09:51'58"	"44848.4110879630"	"  17.1000"	"  84.0000"	"  1020.5000"	""	""	""	""	""	
"10/14/2022 10:01'58"	"44848.4180324074"	"  17.1000"	"  84.0000"	"  1020.3000"	""	""	""	""	""	
"10/14/2022 10:11'58"	"44848.4249768519"	"  17.2000"	"  84.0000"	"  1020.1000"	""	""	""	""	""	
"10/14/2022 10:21'58"	"44848.4319212963"	"  17.2000"	"  84.0000"	"  1020.3000"	""	""	""	""	""	
"10/14/2022 10:31'58"	"44848.4388657407"	"  17.3000"	"  83.0000"	"  1020.0000"	""	""	""	""	""	
"10/14/2022 10:41'58"	"44848.4458101852"	"  17.3000"	"  83.0000"	"  1020.0000"	""	""	""	""	""	
"10/14/2022 10:51'58"	"44848.4527546296"	"  17.3000"	"  83.0000"	"  1020.0000"	""	""	""	""	""	
"10/14/2022 11:01'58"	"44848.4596990741"	"  17.4000"	"  83.0000"	"  1019.8000"	""	""	""	""	""	
"10/14/2022 11:11'58"	"44848.4666435185"	"  17.5000"	"  82.0000"	"  1019.6000"	""	""	""	""	""	
"10/14/2022 11:21'58"	"44848.4735879630"	"  17.5000"	"  82.0000"	"  1019.6000"	""	""	""	""	""	
"10/14/2022 11:31'58"	"44848.4805324074"	"  17.6000"	"  81.0000"	"  1019.4000"	""	""	""	""	""	
"10/14/2022 11:41'58"	"44848.4874768519"	"  17.7000"	"  81.0000"	"  1019.3000"	""	""	""	""	""	
"10/14/2022 11:51'58"	"44848.4944212963"	"  17.8000"	"  80.0000"	"  1019.3000"	""	""	""	""	""	
"10/14/2022 12:01'58"	"44848.5013657407"	"  17.9000"	"  80.0000"	"  1019.2000"	""	""	""	""	""	
"10/14/2022 12:11'58"	"44848.5083101852"	"  18.0000"	"  79.0000"	"  1018.8000"	""	""	""	""	""	
"10/14/2022 12:21'58"	"44848.5152546296"	"  18.1000"	"  79.0000"	"  1018.7000"	""	""	""	""	""	
"10/14/2022 12:31'58"	"44848.5221990741"	"  18.1000"	"  79.0000"	"  1018.7000"	""	""	""	""	""	
"10/14/2022 12:41'58"	"44848.5291435185"	"  18.2000"	"  78.0000"	"  1018.6000"	""	""	""	""	""	
"10/14/2022 12:51'58"	"44848.5360879630"	"  18.2000"	"  78.0000"	"  1018.3000"	""	""	""	""	""	
"10/14/2022 13:01'58"	"44848.5430324074"	"  18.3000"	"  78.0000"	"  1018.3000"	""	""	""	""	""	
"10/14/2022 13:11'58"	"44848.5499768519"	"  18.4000"	"  77.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 13:21'58"	"44848.5569212963"	"  18.5000"	"  77.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 13:31'58"	"44848.5638657407"	"  18.5000"	"  77.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 13:41'58"	"44848.5708101852"	"  18.5000"	"  77.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 13:51'58"	"44848.5777546296"	"  18.6000"	"  76.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 14:01'58"	"44848.5846990741"	"  18.6000"	"  76.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 14:11'58"	"44848.5916435185"	"  18.7000"	"  76.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 14:21'58"	"44848.5985879630"	"  18.7000"	"  76.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 14:31'58"	"44848.6055324074"	"  18.8000"	"  75.0000"	"  1018.3000"	""	""	""	""	""	
"10/14/2022 14:41'58"	"44848.6124768519"	"  18.8000"	"  75.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 14:51'58"	"44848.6194212963"	"  18.9000"	"  75.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 15:01'58"	"44848.6263657407"	"  18.9000"	"  75.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 15:11'58"	"44848.6333101852"	"  18.9000"	"  75.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 15:21'58"	"44848.6402546296"	"  19.0000"	"  74.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 15:31'58"	"44848.6471990741"	"  19.0000"	"  74.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 15:41'58"	"44848.6541435185"	"  19.0000"	"  74.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 15:51'58"	"44848.6610879630"	"  19.0000"	"  74.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 16:01'58"	"44848.6680324074"	"  19.1000"	"  74.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 16:11'58"	"44848.6749768519"	"  19.1000"	"  74.0000"	"  1018.3000"	""	""	""	""	""	
"10/14/2022 16:21'58"	"44848.6819212963"	"  19.1000"	"  74.0000"	"  1018.3000"	""	""	""	""	""	
"10/14/2022 16:31'58"	"44848.6888657407"	"  19.1000"	"  74.0000"	"  1018.3000"	""	""	""	""	""	
"10/14/2022 16:41'58"	"44848.6958101852"	"  19.2000"	"  73.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 16:51'58"	"44848.7027546296"	"  19.2000"	"  73.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 17:01'58"	"44848.7096990741"	"  19.2000"	"  73.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 17:11'58"	"44848.7166435185"	"  19.2000"	"  73.0000"	"  1018.5000"	""	""	""	""	""	
"10/14/2022 17:21'58"	"44848.7235879630"	"  19.3000"	"  73.0000"	"  1018.6000"	""	""	""	""	""	
"10/14/2022 17:31'58"	"44848.7305324074"	"  19.3000"	"  73.0000"	"  1018.6000"	""	""	""	""	""	
"10/14/2022 17:41'58"	"44848.7374768519"	"  19.3000"	"  73.0000"	"  1018.6000"	""	""	""	""	""	
"10/14/2022 17:51'58"	"44848.7444212963"	"  19.3000"	"  73.0000"	"  1018.6000"	""	""	""	""	""	
"10/14/2022 18:01'58"	"44848.7513657407"	"  19.3000"	"  73.0000"	"  1018.8000"	""	""	""	""	""	
"10/14/2022 18:11'58"	"44848.7583101852"	"  19.3000"	"  73.0000"	"  1018.9000"	""	""	""	""	""	
"10/14/2022 18:21'58"	"44848.7652546296"	"  19.4000"	"  73.0000"	"  1018.9000"	""	""	""	""	""	
"10/14/2022 18:31'58"	"44848.7721990741"	"  19.4000"	"  73.0000"	"  1019.1000"	""	""	""	""	""	
"10/14/2022 18:41'58"	"44848.7791435185"	"  19.4000"	"  73.0000"	"  1019.0000"	""	""	""	""	""	
"10/14/2022 18:51'58"	"44848.7860879630"	"  19.4000"	"  73.0000"	"  1019.2000"	""	""	""	""	""	
"10/14/2022 19:01'58"	"44848.7930324074"	"  19.4000"	"  73.0000"	"  1019.2000"	""	""	""	""	""	
"10/14/2022 19:11'58"	"44848.7999768519"	"  19.4000"	"  73.0000"	"  1019.0000"	""	""	""	""	""	
"10/14/2022 19:21'58"	"44848.8069212963"	"  19.4000"	"  73.0000"	"  1018.8000"	""	""	""	""	""	
"10/14/2022 19:31'58"	"44848.8138657407"	"  19.4000"	"  73.0000"	"  1018.8000"	""	""	""	""	""	
"10/14/2022 19:41'58"	"44848.8208101852"	"  19.4000"	"  73.0000"	"  1018.7000"	""	""	""	""	""	
"10/14/2022 19:51'58"	"44848.8277546296"	"  19.4000"	"  73.0000"	"  1018.6000"	""	""	""	""	""	
"10/14/2022 20:01'58"	"44848.8346990741"	"  19.4000"	"  73.0000"	"  1018.6000"	""	""	""	""	""	
"10/14/2022 20:11'58"	"44848.8416435185"	"  19.4000"	"  73.0000"	"  1018.7000"	""	""	""	""	""	
"10/14/2022 20:21'58"	"44848.8485879630"	"  19.4000"	"  73.0000"	"  1018.6000"	""	""	""	""	""	
"10/14/2022 20:31'58"	"44848.8555324074"	"  19.4000"	"  73.0000"	"  1019.0000"	""	""	""	""	""	
"10/14/2022 20:41'58"	"44848.8624768519"	"  19.4000"	"  73.0000"	"  1018.9000"	""	""	""	""	""	
"10/14/2022 20:51'58"	"44848.8694212963"	"  19.4000"	"  73.0000"	"  1018.9000"	""	""	""	""	""	
"10/14/2022 21:01'58"	"44848.8763657407"	"  19.4000"	"  73.0000"	"  1018.9000"	""	""	""	""	""	
"10/14/2022 21:11'58"	"44848.8833101852"	"  19.4000"	"  73.0000"	"  1019.0000"	""	""	""	""	""	
"10/14/2022 21:21'58"	"44848.8902546296"	"  19.4000"	"  73.0000"	"  1018.9000"	""	""	""	""	""	
"10/14/2022 21:31'58"	"44848.8971990741"	"  19.4000"	"  73.0000"	"  1018.7000"	""	""	""	""	""	
"10/14/2022 21:41'58"	"44848.9041435185"	"  19.4000"	"  73.0000"	"  1018.5000"	""	""	""	""	""	
"10/14/2022 21:51'58"	"44848.9110879630"	"  19.4000"	"  73.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 22:01'58"	"44848.9180324074"	"  19.4000"	"  73.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 22:11'58"	"44848.9249768519"	"  19.4000"	"  73.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 22:21'58"	"44848.9319212963"	"  19.4000"	"  73.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 22:31'58"	"44848.9388657407"	"  19.4000"	"  73.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 22:41'58"	"44848.9458101852"	"  19.4000"	"  73.0000"	"  1018.4000"	""	""	""	""	""	
"10/14/2022 22:51'58"	"44848.9527546296"	"  19.4000"	"  73.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 23:01'58"	"44848.9596990741"	"  19.4000"	"  73.0000"	"  1018.2000"	""	""	""	""	""	
"10/14/2022 23:11'58"	"44848.9666435185"	"  19.4000"	"  73.0000"	"  1018.0000"	""	""	""	""	""	
"10/14/2022 23:21'58"	"44848.9735879630"	"  19.4000"	"  73.0000"	"  1018.0000"	""	""	""	""	""	
"10/14/2022 23:31'58"	"44848.9805324074"	"  19.4000"	"  73.0000"	"  1017.9000"	""	""	""	""	""	
"10/14/2022 23:41'58"	"44848.9874768519"	"  19.4000"	"  73.0000"	"  1017.8000"	""	""	""	""	""	
"10/14/2022 23:51'58"	"44848.9944212963"	"  19.4000"	"  73.0000"	"  1017.9000"	""	""	""	""	""	
"10/15/2022 00:01'58"	"44849.0013657407"	"  19.4000"	"  73.0000"	"  1018.0000"	""	""	""	""	""	
"10/15/2022 00:11'58"	"44849.0083101852"	"  19.4000"	"  73.0000"	"  1018.1000"	""	""	""	""	""	
"10/15/2022 00:21'58"	"44849.0152546296"	"  19.4000"	"  73.0000"	"  1017.9000"	""	""	""	""	""	
"10/15/2022 00:31'58"	"44849.0221990741"	"  19.4000"	"  73.0000"	"  1018.0000"	""	""	""	""	""	
"10/15/2022 00:41'58"	"44849.0291435185"	"  19.4000"	"  73.0000"	"  1017.9000"	""	""	""	""	""	
"10/15/2022 00:51'58"	"44849.0360879630"	"  19.4000"	"  73.0000"	"  1018.0000"	""	""	""	""	""	
"10/15/2022 01:01'58"	"44849.0430324074"	"  19.4000"	"  73.0000"	"  1018.0000"	""	""	""	""	""	
"10/15/2022 01:11'58"	"44849.0499768519"	"  19.4000"	"  73.0000"	"  1017.9000"	""	""	""	""	""	
"10/15/2022 01:21'58"	"44849.0569212963"	"  19.4000"	"  73.0000"	"  1017.9000"	""	""	""	""	""	
"10/15/2022 01:31'58"	"44849.0638657407"	"  19.4000"	"  73.0000"	"  1017.8000"	""	""	""	""	""	
"10/15/2022 01:41'58"	"44849.0708101852"	"  19.4000"	"  73.0000"	"  1017.6000"	""	""	""	""	""	
"10/15/2022 01:51'58"	"44849.0777546296"	"  19.4000"	"  73.0000"	"  1017.5000"	""	""	""	""	""	
"10/15/2022 02:01'58"	"44849.0846990741"	"  19.4000"	"  73.0000"	"  1017.3000"	""	""	""	""	""	
"10/15/2022 02:11'58"	"44849.0916435185"	"  19.4000"	"  73.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 02:21'58"	"44849.0985879630"	"  19.4000"	"  73.0000"	"  1017.1000"	""	""	""	""	""	
"10/15/2022 02:31'58"	"44849.1055324074"	"  19.4000"	"  73.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 02:41'58"	"44849.1124768519"	"  19.4000"	"  73.0000"	"  1017.1000"	""	""	""	""	""	
"10/15/2022 02:51'58"	"44849.1194212963"	"  19.4000"	"  73.0000"	"  1017.1000"	""	""	""	""	""	
"10/15/2022 03:01'58"	"44849.1263657407"	"  19.4000"	"  73.0000"	"  1017.0000"	""	""	""	""	""	
"10/15/2022 03:11'58"	"44849.1333101852"	"  19.4000"	"  73.0000"	"  1017.1000"	""	""	""	""	""	
"10/15/2022 03:21'58"	"44849.1402546296"	"  19.4000"	"  73.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 03:31'58"	"44849.1471990741"	"  19.4000"	"  73.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 03:41'58"	"44849.1541435185"	"  19.4000"	"  73.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 03:51'58"	"44849.1610879630"	"  19.4000"	"  73.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 04:01'58"	"44849.1680324074"	"  19.4000"	"  73.0000"	"  1017.3000"	""	""	""	""	""	
"10/15/2022 04:11'58"	"44849.1749768519"	"  19.4000"	"  73.0000"	"  1017.3000"	""	""	""	""	""	
"10/15/2022 04:21'58"	"44849.1819212963"	"  19.4000"	"  73.0000"	"  1017.5000"	""	""	""	""	""	
"10/15/2022 04:31'58"	"44849.1888657407"	"  19.4000"	"  73.0000"	"  1017.6000"	""	""	""	""	""	
"10/15/2022 04:41'58"	"44849.1958101852"	"  19.4000"	"  73.0000"	"  1017.6000"	""	""	""	""	""	
"10/15/2022 04:51'58"	"44849.2027546296"	"  19.4000"	"  73.0000"	"  1017.7000"	""	""	""	""	""	
"10/15/2022 05:01'58"	"44849.2096990741"	"  19.4000"	"  73.0000"	"  1017.8000"	""	""	""	""	""	
"10/15/2022 05:11'58"	"44849.2166435185"	"  19.4000"	"  73.0000"	"  1017.7000"	""	""	""	""	""	
"10/15/2022 05:21'58"	"44849.2235879630"	"  19.4000"	"  73.0000"	"  1017.7000"	""	""	""	""	""	
"10/15/2022 05:31'58"	"44849.2305324074"	"  19.4000"	"  73.0000"	"  1017.8000"	""	""	""	""	""	
"10/15/2022 05:41'58"	"44849.2374768519"	"  19.4000"	"  73.0000"	"  1017.8000"	""	""	""	""	""	
"10/15/2022 05:51'58"	"44849.2444212963"	"  19.4000"	"  73.0000"	"  1018.1000"	""	""	""	""	""	
"10/15/2022 06:01'58"	"44849.2513657407"	"  19.4000"	"  73.0000"	"  1018.1000"	""	""	""	""	""	
"10/15/2022 06:11'58"	"44849.2583101852"	"  19.4000"	"  73.0000"	"  1018.1000"	""	""	""	""	""	
"10/15/2022 06:21'58"	"44849.2652546296"	"  19.4000"	"  73.0000"	"  1018.1000"	""	""	""	""	""	
"10/15/2022 06:31'58"	"44849.2721990741"	"  19.4000"	"  73.0000"	"  1018.1000"	""	""	""	""	""	
"10/15/2022 06:41'58"	"44849.2791435185"	"  19.4000"	"  73.0000"	"  1018.1000"	""	""	""	""	""	
"10/15/2022 06:51'58"	"44849.2860879630"	"  19.4000"	"  73.0000"	"  1018.1000"	""	""	""	""	""	
"10/15/2022 07:01'58"	"44849.2930324074"	"  19.4000"	"  73.0000"	"  1018.2000"	""	""	""	""	""	
"10/15/2022 07:11'58"	"44849.2999768519"	"  19.4000"	"  73.0000"	"  1018.2000"	""	""	""	""	""	
"10/15/2022 07:21'58"	"44849.3069212963"	"  19.4000"	"  73.0000"	"  1018.2000"	""	""	""	""	""	
"10/15/2022 07:31'58"	"44849.3138657407"	"  19.4000"	"  73.0000"	"  1018.2000"	""	""	""	""	""	
"10/15/2022 07:41'58"	"44849.3208101852"	"  19.4000"	"  73.0000"	"  1018.3000"	""	""	""	""	""	
"10/15/2022 07:51'58"	"44849.3277546296"	"  19.4000"	"  73.0000"	"  1018.2000"	""	""	""	""	""	
"10/15/2022 08:01'58"	"44849.3346990741"	"  19.4000"	"  73.0000"	"  1018.2000"	""	""	""	""	""	
"10/15/2022 08:11'58"	"44849.3416435185"	"  19.4000"	"  73.0000"	"  1018.5000"	""	""	""	""	""	
"10/15/2022 08:21'58"	"44849.3485879630"	"  19.4000"	"  73.0000"	"  1018.5000"	""	""	""	""	""	
"10/15/2022 08:31'58"	"44849.3555324074"	"  19.4000"	"  73.0000"	"  1018.7000"	""	""	""	""	""	
"10/15/2022 08:41'58"	"44849.3624768519"	"  19.4000"	"  73.0000"	"  1018.6000"	""	""	""	""	""	
"10/15/2022 08:51'58"	"44849.3694212963"	"  19.4000"	"  73.0000"	"  1018.7000"	""	""	""	""	""	
"10/15/2022 09:01'58"	"44849.3763657407"	"  19.4000"	"  73.0000"	"  1018.6000"	""	""	""	""	""	
"10/15/2022 09:11'58"	"44849.3833101852"	"  19.4000"	"  73.0000"	"  1018.5000"	""	""	""	""	""	
"10/15/2022 09:21'58"	"44849.3902546296"	"  19.4000"	"  73.0000"	"  1018.5000"	""	""	""	""	""	
"10/15/2022 09:31'58"	"44849.3971990741"	"  19.4000"	"  73.0000"	"  1018.4000"	""	""	""	""	""	
"10/15/2022 09:41'58"	"44849.4041435185"	"  19.5000"	"  73.0000"	"  1018.4000"	""	""	""	""	""	
"10/15/2022 09:51'58"	"44849.4110879630"	"  19.5000"	"  73.0000"	"  1018.3000"	""	""	""	""	""	
"10/15/2022 10:01'58"	"44849.4180324074"	"  19.5000"	"  73.0000"	"  1018.2000"	""	""	""	""	""	
"10/15/2022 10:11'58"	"44849.4249768519"	"  19.5000"	"  73.0000"	"  1018.0000"	""	""	""	""	""	
"10/15/2022 10:21'58"	"44849.4319212963"	"  19.5000"	"  73.0000"	"  1018.1000"	""	""	""	""	""	
"10/15/2022 10:31'58"	"44849.4388657407"	"  19.5000"	"  73.0000"	"  1018.1000"	""	""	""	""	""	
"10/15/2022 10:41'58"	"44849.4458101852"	"  19.6000"	"  73.0000"	"  1018.2000"	""	""	""	""	""	
"10/15/2022 10:51'58"	"44849.4527546296"	"  19.6000"	"  73.0000"	"  1018.1000"	""	""	""	""	""	
"10/15/2022 11:01'58"	"44849.4596990741"	"  19.6000"	"  73.0000"	"  1017.9000"	""	""	""	""	""	
"10/15/2022 11:11'58"	"44849.4666435185"	"  19.6000"	"  73.0000"	"  1017.9000"	""	""	""	""	""	
"10/15/2022 11:21'58"	"44849.4735879630"	"  19.7000"	"  73.0000"	"  1017.8000"	""	""	""	""	""	
"10/15/2022 11:31'58"	"44849.4805324074"	"  19.7000"	"  72.0000"	"  1017.8000"	""	""	""	""	""	
"10/15/2022 11:41'58"	"44849.4874768519"	"  19.7000"	"  72.0000"	"  1017.7000"	""	""	""	""	""	
"10/15/2022 11:51'58"	"44849.4944212963"	"  19.7000"	"  72.0000"	"  1017.7000"	""	""	""	""	""	
"10/15/2022 12:01'58"	"44849.5013657407"	"  19.8000"	"  72.0000"	"  1017.7000"	""	""	""	""	""	
"10/15/2022 12:11'58"	"44849.5083101852"	"  19.8000"	"  72.0000"	"  1017.5000"	""	""	""	""	""	
"10/15/2022 12:21'58"	"44849.5152546296"	"  19.8000"	"  72.0000"	"  1017.5000"	""	""	""	""	""	
"10/15/2022 12:31'58"	"44849.5221990741"	"  19.8000"	"  72.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 12:41'58"	"44849.5291435185"	"  19.9000"	"  72.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 12:51'58"	"44849.5360879630"	"  19.9000"	"  72.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 13:01'58"	"44849.5430324074"	"  19.9000"	"  72.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 13:11'58"	"44849.5499768519"	"  20.0000"	"  72.0000"	"  1017.1000"	""	""	""	""	""	
"10/15/2022 13:21'58"	"44849.5569212963"	"  20.0000"	"  72.0000"	"  1017.1000"	""	""	""	""	""	
"10/15/2022 13:31'58"	"44849.5638657407"	"  20.0000"	"  72.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 13:41'58"	"44849.5708101852"	"  20.1000"	"  72.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 13:51'58"	"44849.5777546296"	"  20.1000"	"  72.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 14:01'58"	"44849.5846990741"	"  20.1000"	"  71.0000"	"  1017.3000"	""	""	""	""	""	
"10/15/2022 14:11'58"	"44849.5916435185"	"  20.1000"	"  71.0000"	"  1017.3000"	""	""	""	""	""	
"10/15/2022 14:21'58"	"44849.5985879630"	"  20.2000"	"  71.0000"	"  1017.2000"	""	""	""	""	""	
"10/15/2022 14:31'58"	"44849.6055324074"	"  20.2000"	"  71.0000"	"  1017.3000"	""	""	""	""	""	
"10/15/2022 14:41'58"	"44849.6124768519"	"  20.2000"	"  71.0000"	"  1017.4000"	""	""	""	""	""	
"10/15/2022 14:51'58"	"44849.6194212963"	"  20.2000"	"  71.0000"	"  1017.5000"	""	""	""	""	""	
"10/15/2022 15:01'58"	"44849.6263657407"	"  20.3000"	"  71.0000"	"  1017.5000"	""	""	""	""	""	
